v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_single_step_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
1,1,1,181.0,270.0,168294.18380252252,251046.5725230999,0.6703703703703704,0.6703703703703704,7,0,1,14.0,13139,8765,4374,0.025353052374068707,0.042469352014010475,0,929.8021204559255,14.0,7,9,True,"{5: 4, 0: 2, 6: 34, 1: 0, 2: 29, 4: 3, 3: 30}","{(0, 4): [(2, 4), (4, 3)], (0, 5): [(2, 4)], (0, 6): [(2, 0), (0, 34)], (1, 5): [(0, 4)], (2, 3): [(29, 4), (4, 0), (0, 30)], (2, 6): [(29, 4), (4, 0), (0, 34)], (3, 5): [(30, 0), (0, 4)], (4, 6): [(3, 4), (4, 0), (0, 34)], (5, 6): [(4, 0), (0, 34)]}","{(5, 4): {'cpu': 14, 'gpu': 19, 'ram': 18}, (0, 2): {'cpu': 6, 'gpu': 5, 'ram': 19}, (6, 34): {'cpu': 17, 'gpu': 16, 'ram': 3}, (1, 0): {'cpu': 12, 'gpu': 13, 'ram': 5}, (2, 29): {'cpu': 1, 'gpu': 8, 'ram': 15}, (4, 3): {'cpu': 7, 'gpu': 20, 'ram': 0}, (3, 30): {'cpu': 6, 'gpu': 9, 'ram': 15}}","{((0, 4), (2, 4)): {'bw': 17}, ((0, 4), (4, 3)): {'bw': 17}, ((0, 5), (2, 4)): {'bw': 19}, ((0, 6), (2, 0)): {'bw': 19}, ((0, 6), (0, 34)): {'bw': 19}, ((1, 5), (0, 4)): {'bw': 19}, ((2, 3), (29, 4)): {'bw': 14}, ((2, 3), (4, 0)): {'bw': 14}, ((2, 3), (0, 30)): {'bw': 14}, ((2, 6), (29, 4)): {'bw': 7}, ((2, 6), (4, 0)): {'bw': 7}, ((2, 6), (0, 34)): {'bw': 7}, ((3, 5), (30, 0)): {'bw': 0}, ((3, 5), (0, 4)): {'bw': 0}, ((4, 6), (3, 4)): {'bw': 1}, ((4, 6), (4, 0)): {'bw': 1}, ((4, 6), (0, 34)): {'bw': 1}, ((5, 6), (4, 0)): {'bw': 9}, ((5, 6), (0, 34)): {'bw': 9}}",270.0,181.0,152.0,76.0,105,76.0,105,76.0,194,89,0.6703703703703704,251046.5725230999,168294.18380252252,623.3117918611946,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],7.0,9.0
1,1,0,181.0,270.0,168294.18380252252,251046.5725230999,0.6703703703703704,0.6703703703703704,7,1,0,943.8021204559255,13561,8993,4568,0.0,0.0,0,929.8021204559255,14.0,7,9,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
