v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_departure_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,node_slots_by_time,link_paths_by_time,node_migrations,active_time_slots,current_time_slot,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_single_step_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
10,3,2,180.33333333333334,437.33333333333326,41013.359724771384,88067.91108698316,0.4123475609756099,0.4657015162340253,7,10,1,116.0,13359,8836,4523,0.019529516200621377,0.01673913043478259,9,9.484285831191945,116.0,125.48428583119194,5,7,False,"{0: np.int64(12), 1: np.int64(33), 2: np.int64(32), 3: np.int64(19), 4: np.int64(15)}","{(0, 2): [(np.int64(12), 15), (15, 9), (9, 25), (25, 24), (24, 34), (34, 32)], (0, 4): [(np.int64(12), 15)], (1, 2): [(np.int64(33), 34), (34, 32)], (1, 3): []}","{(0, np.int64(12)): {'cpu': 11, 'gpu': 17, 'ram': 5}, (1, np.int64(33)): {'cpu': 3, 'gpu': 0, 'ram': 6}, (2, np.int64(32)): {'cpu': 12, 'gpu': 7, 'ram': 3}, (3, np.int64(19)): {'cpu': 4, 'gpu': 4, 'ram': 2}, (4, np.int64(15)): {'cpu': 1, 'gpu': 3, 'ram': 8}}","{((0, 2), (np.int64(12), 15)): {'bw': 1}, ((0, 2), (15, 9)): {'bw': 1}, ((0, 2), (9, 25)): {'bw': 1}, ((0, 2), (25, 24)): {'bw': 1}, ((0, 2), (24, 34)): {'bw': 1}, ((0, 2), (34, 32)): {'bw': 1}, ((0, 4), (np.int64(12), 15)): {'bw': 4}, ((1, 2), (np.int64(33), 34)): {'bw': 0}, ((1, 2), (34, 32)): {'bw': 0}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,57.333333333333336,28.666666666666668,51,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,4.0
10,3,2,180.33333333333334,437.33333333333326,41013.359724771384,88067.91108698316,0.4123475609756099,0.4657015162340253,7,11,0,125.48428583119194,13359,8836,4523,0.019529516200621377,0.01673913043478259,9,9.484285831191945,116.0,125.48428583119194,5,7,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[125.48428583119194],125.48428583119194,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
11,4,3,229.66666666666669,600.6666666666665,64727.42264491125,166580.68697123002,0.38235294117647073,0.38856498806545475,8,12,1,126.0,13151,8769,4382,0.0269640479360852,0.047391304347826124,10,480.6904645974297,126.0,606.6904645974297,3,2,True,"{0: np.int64(12), 1: np.int64(33), 2: np.int64(2)}","{(0, 1): [(np.int64(12), 15), (15, 9), (9, 25), (25, 24), (24, 34), (34, 33)], (1, 2): [(np.int64(33), 34), (34, 0), (0, 2)]}","{(0, np.int64(12)): {'cpu': 1, 'gpu': 20, 'ram': 12}, (1, np.int64(33)): {'cpu': 7, 'gpu': 7, 'ram': 3}, (2, np.int64(2)): {'cpu': 8, 'gpu': 3, 'ram': 6}}","{((0, 1), (np.int64(12), 15)): {'bw': 20}, ((0, 1), (15, 9)): {'bw': 20}, ((0, 1), (9, 25)): {'bw': 20}, ((0, 1), (25, 24)): {'bw': 20}, ((0, 1), (24, 34)): {'bw': 20}, ((0, 1), (34, 33)): {'bw': 20}, ((1, 2), (np.int64(33), 34)): {'bw': 7}, ((1, 2), (34, 0)): {'bw': 7}, ((1, 2), (0, 2)): {'bw': 7}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,163.33333333333331,49.33333333333333,44.666666666666664,22.333333333333332,27,22.333333333333332,27,22.333333333333332,141,114,0.3020408163265306,78512.77588424685,23714.062920139862,145.18814032738695,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],3.0,2.0
12,4,3,229.66666666666669,600.6666666666665,64727.42264491125,166580.68697123002,0.38235294117647073,0.38856498806545475,8,13,1,148.0,13151,8769,4382,0.0269640479360852,0.047391304347826124,11,473.498338921889,148.0,621.498338921889,4,3,False,"{0: np.int64(32), 1: np.int64(19), 2: np.int64(15), 3: np.int64(25)}","{(0, 2): [(np.int64(32), 34), (34, 24), (24, 25), (25, 9), (9, 15)], (0, 3): []}","{(0, np.int64(32)): {'cpu': 19, 'gpu': 9, 'ram': 8}, (1, np.int64(19)): {'cpu': 0, 'gpu': 19, 'ram': 11}, (2, np.int64(15)): {'cpu': 5, 'gpu': 7, 'ram': 14}, (3, np.int64(25)): {'cpu': 11, 'gpu': 5, 'ram': 0}}","{((0, 2), (np.int64(32), 34)): {'bw': 8}, ((0, 2), (34, 24)): {'bw': 8}, ((0, 2), (24, 25)): {'bw': 8}, ((0, 2), (25, 9)): {'bw': 8}, ((0, 2), (9, 15)): {'bw': 8}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,72.0,36.0,33,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,2.0
13,4,3,229.66666666666669,600.6666666666665,64727.42264491125,166580.68697123002,0.38235294117647073,0.38856498806545475,8,14,1,161.0,13151,8769,4382,0.0269640479360852,0.047391304347826124,12,479.77398636461794,161.0,640.7739863646179,2,1,False,"{0: np.int64(32), 1: np.int64(19)}","{(0, 1): []}","{(0, np.int64(32)): {'cpu': 10, 'gpu': 2, 'ram': 19}, (1, np.int64(19)): {'cpu': 19, 'gpu': 0, 'ram': 14}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,42.666666666666664,21.333333333333332,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],2.0,1.0
14,4,3,229.66666666666669,600.6666666666665,64727.42264491125,166580.68697123002,0.38235294117647073,0.38856498806545475,8,15,1,174.0,13151,8769,4382,0.0269640479360852,0.047391304347826124,13,1438.9575393705115,174.0,1612.9575393705115,5,5,False,"{0: np.int64(32), 1: np.int64(19), 2: np.int64(15), 3: np.int64(25), 4: np.int64(0)}","{(0, 2): [(np.int64(32), 34), (34, 0), (0, 4), (4, 29), (29, 15)], (0, 3): [(np.int64(32), 34), (34, 7), (7, 25)], (1, 2): []}","{(0, np.int64(32)): {'cpu': 19, 'gpu': 13, 'ram': 2}, (1, np.int64(19)): {'cpu': 6, 'gpu': 9, 'ram': 20}, (2, np.int64(15)): {'cpu': 1, 'gpu': 4, 'ram': 13}, (3, np.int64(25)): {'cpu': 12, 'gpu': 17, 'ram': 15}, (4, np.int64(0)): {'cpu': 18, 'gpu': 3, 'ram': 4}}","{((0, 2), (np.int64(32), 34)): {'bw': 9}, ((0, 2), (34, 0)): {'bw': 9}, ((0, 2), (0, 4)): {'bw': 9}, ((0, 2), (4, 29)): {'bw': 9}, ((0, 2), (29, 15)): {'bw': 9}, ((0, 3), (np.int64(32), 34)): {'bw': 4}, ((0, 3), (34, 7)): {'bw': 4}, ((0, 3), (7, 25)): {'bw': 4}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,104.0,52.0,61,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],5.0,3.0
15,4,3,229.66666666666669,600.6666666666665,64727.42264491125,166580.68697123002,0.38235294117647073,0.38856498806545475,8,16,1,194.0,13151,8769,4382,0.0269640479360852,0.047391304347826124,14,572.5694793251881,194.0,766.5694793251881,4,4,False,"{0: np.int64(32), 1: np.int64(19), 2: np.int64(15), 3: np.int64(25)}","{(0, 1): []}","{(0, np.int64(32)): {'cpu': 13, 'gpu': 12, 'ram': 6}, (1, np.int64(19)): {'cpu': 2, 'gpu': 15, 'ram': 14}, (2, np.int64(15)): {'cpu': 3, 'gpu': 2, 'ram': 16}, (3, np.int64(25)): {'cpu': 9, 'gpu': 19, 'ram': 15}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,84.0,42.0,29,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,1.0
16,4,3,229.66666666666669,600.6666666666665,64727.42264491125,166580.68697123002,0.38235294117647073,0.38856498806545475,8,17,1,204.0,13151,8769,4382,0.0269640479360852,0.047391304347826124,15,222.75924636561962,204.0,426.7592463656196,2,1,False,"{0: np.int64(32), 1: np.int64(19)}","{(0, 1): []}","{(0, np.int64(32)): {'cpu': 13, 'gpu': 6, 'ram': 15}, (1, np.int64(19)): {'cpu': 7, 'gpu': 13, 'ram': 9}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,42.0,21.0,6,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],2.0,1.0
16,4,3,229.66666666666669,600.6666666666665,64727.42264491125,166580.68697123002,0.38235294117647073,0.38856498806545475,8,18,0,212.6401765452269,13151,8769,4382,0.0269640479360852,0.047391304347826124,5,153.6401765452269,59.0,212.6401765452269,5,6,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[212.6401765452269],212.6401765452269,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
17,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,19,1,215.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,16,287.2662043787416,215.0,502.2662043787416,2,1,True,"{0: np.int64(3), 1: np.int64(32)}","{(0, 1): [(np.int64(3), 30), (30, 39), (39, 38), (38, 2), (2, 32)]}","{(0, np.int64(3)): {'cpu': 11, 'gpu': 7, 'ram': 9}, (1, np.int64(32)): {'cpu': 18, 'gpu': 1, 'ram': 2}}","{((0, 1), (np.int64(3), 30)): {'bw': 18}, ((0, 1), (30, 39)): {'bw': 18}, ((0, 1), (39, 38)): {'bw': 18}, ((0, 1), (38, 2)): {'bw': 18}, ((0, 1), (2, 32)): {'bw': 18}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,106.0,34.0,32.0,16.0,18,16.0,18,16.0,90,72,0.32075471698113206,30450.217664146607,9767.050948877213,92.14199008374729,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],2.0,1.0
18,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,20,1,228.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,17,598.0539005666851,228.0,826.0539005666851,2,1,False,"{0: np.int64(19), 1: np.int64(15)}","{(0, 1): []}","{(0, np.int64(19)): {'cpu': 14, 'gpu': 4, 'ram': 14}, (1, np.int64(15)): {'cpu': 5, 'gpu': 18, 'ram': 18}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,48.666666666666664,24.333333333333332,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],2.0,1.0
19,5,4,263.6666666666667,706.6666666666665,74494.47359378845,197030.90463537665,0.3731132075471699,0.37808522338994055,9,21,1,243.0,13013,8721,4292,0.0322902796271638,0.06695652173913047,18,31.05764796265785,243.0,274.0576479626578,4,4,False,"{0: np.int64(19), 1: np.int64(15), 2: np.int64(25), 3: np.int64(29)}","{(0, 1): []}","{(0, np.int64(19)): {'cpu': 12, 'gpu': 2, 'ram': 16}, (1, np.int64(15)): {'cpu': 0, 'gpu': 8, 'ram': 1}, (2, np.int64(25)): {'cpu': 9, 'gpu': 19, 'ram': 0}, (3, np.int64(29)): {'cpu': 16, 'gpu': 10, 'ram': 5}}",{},OrderedDict(),OrderedDict(),OrderedDict(),[],,0.0,0.0,65.33333333333333,32.666666666666664,34,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],4.0,1.0
