v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_departure_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,node_slots_by_time,link_paths_by_time,node_migrations,active_time_slots,current_time_slot,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_single_step_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
20,20,17,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,22,1,253.0,10889,7502,3387,0.16365663322185064,0.2495014402836251,19,72.6390137270475,253.0,325.6390137270475,3,2,True,"{0: np.int64(23), 1: np.int64(20), 2: np.int64(37)}","{(0, 2): [(np.int64(23), 5), (5, 4), (4, 2), (2, 36), (36, 37)], (1, 2): [(np.int64(20), 12), (12, 15), (15, 29), (29, 4), (4, 2), (2, 36), (36, 37)]}","{(0, np.int64(23)): {'cpu': 10, 'gpu': 13, 'ram': 7}, (1, np.int64(20)): {'cpu': 9, 'gpu': 6, 'ram': 8}, (2, np.int64(37)): {'cpu': 12, 'gpu': 6, 'ram': 13}}","{((0, 2), (np.int64(23), 5)): {'bw': 7}, ((0, 2), (5, 4)): {'bw': 7}, ((0, 2), (4, 2)): {'bw': 7}, ((0, 2), (2, 36)): {'bw': 7}, ((0, 2), (36, 37)): {'bw': 7}, ((1, 2), (np.int64(20), 12)): {'bw': 16}, ((1, 2), (12, 15)): {'bw': 16}, ((1, 2), (15, 29)): {'bw': 16}, ((1, 2), (29, 4)): {'bw': 16}, ((1, 2), (4, 2)): {'bw': 16}, ((1, 2), (2, 36)): {'bw': 16}, ((1, 2), (36, 37)): {'bw': 16}}",OrderedDict(),OrderedDict(),OrderedDict(),[],,175.0,51.0,56.0,28.0,23,28.0,23,28.0,147,124,0.2914285714285714,12711.827402233312,3704.5897000794225,21.169084000453843,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],3.0,2.0
20,20,16,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,23,0,266.6240705889667,10985,7546,3439,0.15875139353400225,0.2379791712829603,2,229.62407058896667,37.0,266.6240705889667,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[266.6240705889667],266.6240705889667,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,15,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,24,0,325.6390137270475,11216,7630,3586,0.149386845039019,0.20540660314646575,19,72.6390137270475,253.0,325.6390137270475,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[325.6390137270475],325.6390137270475,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,14,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,25,0,326.10164026774345,11377,7720,3657,0.1393534002229655,0.18967427431863504,16,103.10164026774345,223.0,326.10164026774345,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[326.10164026774345],326.10164026774345,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,13,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,26,0,365.0242439105449,11541,7830,3711,0.1270903010033445,0.177708841125637,18,122.02424391054488,243.0,365.0242439105449,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[365.0242439105449],365.0242439105449,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,12,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,27,0,417.8545913312513,11658,7890,3768,0.12040133779264217,0.1650786616441392,6,320.8545913312513,97.0,417.8545913312513,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[417.8545913312513],417.8545913312513,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,11,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,28,0,489.4822096182083,11692,7921,3771,0.11694537346711265,0.16441391535563932,8,367.4822096182083,122.0,489.4822096182083,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[489.4822096182083],489.4822096182083,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,10,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,29,0,526.8473478012675,11764,7987,3777,0.10958751393534005,0.16308442277863944,15,320.8473478012675,206.0,526.8473478012675,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[526.8473478012675],526.8473478012675,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,9,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,30,0,541.3062477503878,11911,8084,3827,0.09877369007803793,0.15200531797030803,1,522.3062477503878,19.0,541.3062477503878,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[541.3062477503878],541.3062477503878,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,8,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,31,0,565.4173305495797,12093,8173,3920,0.08885172798216279,0.1313981830268114,12,385.41733054957973,180.0,565.4173305495797,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[565.4173305495797],565.4173305495797,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,7,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,32,0,599.1605985201903,12286,8317,3969,0.0727982162764772,0.12054066031464661,11,436.1605985201903,163.0,599.1605985201903,4,3,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[599.1605985201903],599.1605985201903,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,6,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,33,0,700.9694653391647,12331,8347,3984,0.06945373467112592,0.11721692887214719,9,567.9694653391647,133.0,700.9694653391647,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[700.9694653391647],700.9694653391647,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,5,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,34,0,780.6138567280224,12408,8408,4000,0.06265328874024523,0.11367161533348102,10,637.6138567280224,143.0,780.6138567280224,2,1,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[780.6138567280224],780.6138567280224,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,4,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,35,0,895.6823481005537,12603,8551,4052,0.046711259754738,0.10214934633281636,13,710.6823481005537,185.0,895.6823481005537,4,3,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[895.6823481005537],895.6823481005537,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,3,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,36,0,896.6450908060302,12763,8663,4100,0.0342251950947603,0.0915134057168181,17,667.6450908060302,229.0,896.6450908060302,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[896.6450908060302],896.6450908060302,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,2,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,37,0,917.0010361407591,13045,8784,4261,0.020735785953177266,0.05583868823399074,7,807.0010361407591,110.0,917.0010361407591,4,4,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[917.0010361407591],917.0010361407591,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,1,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,38,0,1096.4461360180615,13318,8881,4437,0.009921962095875148,0.01684023930866385,5,1020.4461360180615,76.0,1096.4461360180615,4,3,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1096.4461360180615],1096.4461360180615,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
20,20,0,950.6666666666665,2018.666666666667,463968.7908742533,960525.4497517641,0.4709379128137383,0.48303643697744847,30,39,0,1626.085018411753,13483,8970,4513,0.0,0.0,3,1575.085018411753,51.0,1626.085018411753,3,2,False,{},{},{},{},OrderedDict(),OrderedDict(),OrderedDict(),[1626.085018411753],1626.085018411753,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
